"","encoding","file","scenario","size","anomaly","impact","overlapping.F1.mean","overlapping.F1.sd","overlapping.F1v.mean","overlapping.F1v.sd","overlapping.F2.mean","overlapping.F2.sd","overlapping.F3.mean","overlapping.F3.sd","overlapping.F4.mean","overlapping.F4.sd","neighborhood.N1","neighborhood.N2.mean","neighborhood.N2.sd","neighborhood.N3.mean","neighborhood.N3.sd","neighborhood.N4.mean","neighborhood.N4.sd","neighborhood.T1.mean","neighborhood.T1.sd","neighborhood.LSC","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L2.sd","linearity.L3.mean","linearity.L3.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4","balance.C1","balance.C2","network.Density","network.ClsCoef","network.Hubs.mean","network.Hubs.sd"
"336","node2vecedges","scenario2_1000_attribute_0.05.csv","scenario2","1000","attribute","0.05","0.99838983568326","0.000775043526058968","0.481645825749626",NA,"4.54896215613809e-08",NA,"0.911",NA,"0",NA,"0.146","0.37012041247203","0.125796118571057","0.11","0.313046319253234","0.051","0.220107808692576","0.00324675324675325","0.00731720714267964","0.983446","0.0503308230942286",NA,"0.053",NA,"0.0610000000000001",NA,"0.128","0.001","0.0078125","0.299006577721677","0.888417083695524","0.838228228228228","0.314394101348011","0.703952272576204","0.340539377291956"
"347","node2vecedges","scenario2_1000_attribute_0.1.csv","scenario2","1000","attribute","0.1","0.999905189388801","0.000200816835103065","0.693408659871266",NA,"1.12352731116131e-05",NA,"0.952",NA,"0",NA,"0.289","0.398393429405315","0.151872503483384","0.205","0.403903624814309","0.126","0.332015412645609","0.00195694716242661","0.00273218035375376","0.992504","0.0982855901518782",NA,"0.109",NA,"0.113",NA,"0.128","0.001","0.0078125","0.49689226848537","0.758938743698511","0.85034034034034","0.347216946080016","0.695520410049243","0.336055119039595"
"356","node2vecedges","scenario2_1000_attribute_0.15.csv","scenario2","1000","attribute","0.15","0.999614380301885","0.000538350224727349","0.627600509214598",NA,"0.000211705992753149",NA,"0.961",NA,"0",NA,"0.367","0.440117882369846","0.121274686246036","0.259","0.438304815295373","0.133","0.339744648856206","0.00152905198776758","0.00168451555886062","0.994092","0.127393246808114",NA,"0.146",NA,"0.142",NA,"0.128","0.001","0.0078125","0.599739109349706","0.667789276236558","0.858936936936937","0.329892836162909","0.744630561975913","0.311651758088535"
"367","node2vecedges","scenario2_1000_attribute_0.2.csv","scenario2","1000","attribute","0.2","0.999815882705914","0.000302670588336125","0.786129556800376",NA,"0.000824558267814263",NA,"0.973",NA,"0.004",NA,"0.448","0.457677737430604","0.117441055781493","0.324","0.468234175646378","0.184","0.387678080750375","0.0013262599469496","0.000952901526282768","0.99576","0.161069716198432",NA,"0.192",NA,"0.182",NA,"0.128","0.001","0.0078125","0.705636606460175","0.550153103832235","0.876482482482483","0.36104563989102","0.763246208844091","0.285835396369691"
"376","node2vecedges","scenario2_1000_early_0.05.csv","scenario2","1000","early","0.05","0.962142285891182","0.0607394642330214","0.0152166832569691",NA,"2.71355817733428e-31",NA,"0.868",NA,"0",NA,"0.062","0.29339390036062","0.111775774327761","0.035","0.18387171834953","0.223","0.416466618643613","0.00704225352112676","0.0245252433969564","0.929955","0.0155087997652357",NA,"0.017",NA,"0.00900000000000001",NA,"0.128","0.002","0.015625","0.277839573958309","0.899415369444249","0.826844844844845","0.302535683824177","0.741514404412911","0.302307069562435"
"387","node2vecedges","scenario2_1000_early_0.1.csv","scenario2","1000","early","0.1","0.97189910779493","0.038699387628347","0.0292890467419113",NA,"3.13731202868368e-26",NA,"0.862",NA,"0.003",NA,"0.123","0.400821041477258","0.0629187039977819","0.066","0.248406331855099","0.15","0.357250091151322","0.00214592274678112","0.00677853621608152","0.957665","0.0247703853615113",NA,"0.025",NA,"0.019",NA,"0.128","0.002","0.015625","0.499915958164528","0.756528226809251","0.83644044044044","0.324992312530436","0.788519386678319","0.253205572886959"
"396","node2vecedges","scenario2_1000_early_0.15.csv","scenario2","1000","early","0.15","0.868805747104501","0.127408082118461","0.0253492227330922",NA,"1.6586962945377e-43",NA,"0.886",NA,"0",NA,"0.121","0.408314515432845","0.0674011651784874","0.071","0.256953351846254","0.021","0.143455845400526","0.00194931773879142","0.00409379347811086","0.970036","0.0225782302826664",NA,"0.021",NA,"0.011",NA,"0.128","0.003","0.0234375","0.592041938748365","0.675317725043648","0.834908908908909","0.363462793726306","0.947544097470732","0.173810376768864"
"407","node2vecedges","scenario2_1000_early_0.2.csv","scenario2","1000","early","0.2","0.955596015287566","0.0545435041264163","0.0472346018669954",NA,"2.51489024436933e-24",NA,"0.91",NA,"0",NA,"0.214","0.41750308726232","0.0770164936856422","0.118","0.322769546550136","0.152","0.359200535947575","0.00167785234899329","0.0027653764619816","0.984706","0.0418304849019924",NA,"0.04",NA,"0.023",NA,"0.128","0.002","0.015625","0.737642380185689","0.508637968884223","0.852332332332332","0.276927281135698","0.83487613802152","0.22239314393821"
"4111","node2vecedges","scenario2_1000_insert_0.05.csv","scenario2","1000","insert","0.05","0.869893687075881","0.127249433067324","0.00352683264374143",NA,"1.50117950667535e-43",NA,"0.048",NA,"0",NA,"0.014","0.197995751489854","0.0726165165283343","0.006","0.0772655807586403","0.112","0.315524255098646","0.0263157894736842","0.0947646031713569","0.698056","0",NA,"0",NA,"0",NA,"0.128","0.002","0.015625","0.273513827707064","0.901603439299311","0.821067067067067","0.333107334348325","0.818384887853264","0.205248152468719"
"428","node2vecedges","scenario2_1000_insert_0.1.csv","scenario2","1000","insert","0.1","0.753549723959441","0.181469862738494","0.0124517890604281",NA,"1.33841067869082e-46",NA,"0.16",NA,"0",NA,"0.017","0.286770178446747","0.0517480452584851","0.005","0.0705689732104696","0","0","0.0149253731343284","0.0663825719718744","0.664382","0",NA,"0",NA,"0",NA,"0.128","0.003","0.0234375","0.462623491762443","0.785240182311153","0.822274274274274","0.383301434466797","0.940818290446872","0.189807960413852"
"436","node2vecedges","scenario2_1000_insert_0.15.csv","scenario2","1000","insert","0.15","0.753469567783905","0.186026630137555","0.0194097393365187",NA,"6.22902388563085e-58",NA,"0.396",NA,"0",NA,"0.018","0.338890522734291","0.0547716077746198","0.007","0.0834143750078963","0.001","0.0316227766016838","0.00458715596330275","0.0243527119806865","0.799454","0",NA,"0",NA,"0",NA,"0.128","0.01","0.078125","0.589452761117812","0.677822320474715","0.825389389389389","0.368346445000603","0.920011364337168","0.208492731697964"
"447","node2vecedges","scenario2_1000_insert_0.2.csv","scenario2","1000","insert","0.2","0.784107859554526","0.204156732479335","0.020968890491131",NA,"1.77353714329044e-42",NA,"0.326",NA,"0",NA,"0.02","0.340532328769809","0.0532563384145491","0.006","0.0772655807586403","0.019","0.136593036636783","0.00512820512820513","0.0208224941403701","0.820111","0",NA,"0",NA,"0",NA,"0.128","0.01","0.078125","0.684432807199574","0.57600164044611","0.827513513513514","0.37803100230574","0.918743525130434","0.187358650576319"
"456","node2vecedges","scenario2_1000_late_0.05.csv","scenario2","1000","late","0.05","0.925344234622779","0.083587858988737","0.0541600551539213",NA,"3.51308615717274e-37",NA,"0.867",NA,"0.002",NA,"0.094","0.394072853218078","0.0734402646423939","0.065","0.246649216167082","0.024","0.1531255937048","0.00280898876404494","0.00727430578188215","0.963999","0.0335277290848736",NA,"0.034",NA,"0.025",NA,"0.128","0.005","0.0390625","0.327444919154476","0.872858431018936","0.830164164164164","0.352892555254921","0.720783219609294","0.219612197947007"
"467","node2vecedges","scenario2_1000_late_0.1.csv","scenario2","1000","late","0.1","0.928130043343359","0.076435647702506","0.0632407890383314",NA,"1.94914769693912e-34",NA,"0.925",NA,"0.005",NA,"0.15","0.421602682187761","0.0635200751933448","0.096","0.294738648417324","0.047","0.211744742168102","0.00161030595813205","0.00222293544733373","0.982002","0.046315803588605",NA,"0.047",NA,"0.04",NA,"0.128","0.004","0.03125","0.42975860930376","0.808797743386445","0.842520520520521","0.314320466774647","0.788316652124948","0.208609398347113"
"476","node2vecedges","scenario2_1000_late_0.15.csv","scenario2","1000","late","0.15","0.909178061383845","0.0733147925948759","0.133263767580158",NA,"4.10103954485175e-40",NA,"0.94",NA,"0",NA,"0.256","0.440704017508797","0.0720173164587796","0.173","0.37843653921657","0.061","0.239450070654273","0.00137362637362637","0.00201110179632383","0.987035","0.086156217156371",NA,"0.096",NA,"0.086",NA,"0.128","0.004","0.03125","0.617297163775739","0.65014079031557","0.854356356356356","0.321016038749427","0.750500916438915","0.18751512639428"
"487","node2vecedges","scenario2_1000_late_0.2.csv","scenario2","1000","late","0.2","0.89130434340977","0.0908175192873183","0.128073048735807",NA,"8.2678949298773e-37",NA,"0.914",NA,"0",NA,"0.269","0.437685954145085","0.0750456001198569","0.169","0.374939434548541","0.08","0.271428947744476","0.00134048257372654","0.00258740299595063","0.988176","0.0895947242445",NA,"0.1",NA,"0.0659999999999999",NA,"0.128","0.003","0.0234375","0.697268815792328","0.560504859735593","0.858468468468468","0.277594529701584","0.941028707399052","0.186400109319887"
"496","node2vecedges","scenario2_1000_rework_0.05.csv","scenario2","1000","rework","0.05","0.994871514769964","0.004833458627176","0.0316372313868422",NA,"1.08321773317669e-48",NA,"0.974",NA,"0",NA,"0.018","0.176334625032743","0.0634114943570538","0.004","0.0631505185092568","0.258","0.437752929890398","0.04","0.105143156378974","0.678095","0.030764439187617",NA,"0.023",NA,"0.025",NA,"0.128","0.001","0.0078125","0.277839573958309","0.899415369444249","0.825243243243243","0.286310473044365","0.730300183135417","0.283148242503868"
"507","node2vecedges","scenario2_1000_rework_0.1.csv","scenario2","1000","rework","0.1","0.999644297577554","0.000503460688472668","0.07946817361473",NA,"6.25378580155832e-45",NA,"0.946",NA,"0",NA,"0.016","0.175907874859202","0.0687338721501399","0.005","0.0705689732104696","0.293","0.45536618051669","0.0384615384615385","0.110604242511481","0.671088","0.0619447416918648",NA,"0.0600000000000001",NA,"0.051",NA,"0.128","0.001","0.0078125","0.402179190202273","0.827392120075047","0.833075075075075","0.324074209629383","0.738203457933921","0.294507806904174"
"5111","node2vecedges","scenario2_1000_rework_0.15.csv","scenario2","1000","rework","0.15","0.998240997574078","0.00215733312345852","0.228030820859264",NA,"2.18342360234545e-53",NA,"0.902",NA,"0.026",NA,"0.011","0.190545050627686","0.0567469277367493","0.002","0.0446989708829856","0.315","0.464748309293311","0.0384615384615385","0.0884928158752927","0.724092","0.105836264778748",NA,"0.121",NA,"0.144",NA,"0.128","0.001","0.0078125","0.607332136358471","0.660239388426076","0.836732732732733","0.276526457910994","0.743776710568496","0.302801184423764"
"527","node2vecedges","scenario2_1000_rework_0.2.csv","scenario2","1000","rework","0.2","0.998976093468979","0.00144143483085501","0.249545977108395",NA,"7.05596405005738e-45",NA,"0.891",NA,"0",NA,"0.03","0.210020251941565","0.0835199247686829","0.009","0.0944877131056093","0.32","0.466709564737876","0.0181818181818182","0.0599014904003945","0.814384","0.156297778438491",NA,"0.117",NA,"0.132",NA,"0.128","0.001","0.0078125","0.729856316947157","0.519027534240083","0.842104104104104","0.277263686412263","0.93761252082952","0.162906394013289"
"536","node2vecedges","scenario2_1000_skip_0.05.csv","scenario2","1000","skip","0.05","0.998538926126496","0.00284468410944887","0.0242022124606263",NA,"4.09111191666154e-46",NA,"0.963",NA,"0",NA,"0.018","0.163983633297183","0.0633633874409446","0.004","0.0631505185092568","0.246","0.430894035314565","0.0434782608695652","0.118144314511463","0.61795","0.0353807663365517",NA,"0.031",NA,"0.037",NA,"0.128","0.001","0.0078125","0.286396957115956","0.895027624309392","0.826740740740741","0.31108702966544","0.794662899491254","0.222097590389188"
"547","node2vecedges","scenario2_1000_skip_0.1.csv","scenario2","1000","skip","0.1","0.996162201461154","0.00233237192992939","0.0688640931780941",NA,"1.07034285070198e-61",NA,"0.926",NA,"0",NA,"0.018","0.192171695671365","0.0696847199258829","0.004","0.0631505185092568","0.27","0.444181603960922","0.0434782608695652","0.110592564917447","0.678861","0.0699631892646021",NA,"0.071",NA,"0.0629999999999999",NA,"0.128","0.001","0.0078125","0.459413032704721","0.787611327589844","0.83396996996997","0.325236419079022","0.691017009068046","0.340673728756323"
"556","node2vecedges","scenario2_1000_skip_0.15.csv","scenario2","1000","skip","0.15","0.996104844437335","0.00213731856859227","0.062189393533914",NA,"1.10106315933986e-51",NA,"0.906",NA,"0",NA,"0.049","0.273201368626248","0.0970285313652861","0.023","0.149978310076802","0.228","0.419752536850216","0.00657894736842105","0.0184941466722929","0.928074","0.104564635020792",NA,"0.114",NA,"0.114",NA,"0.128","0.002","0.015625","0.61233715774747","0.655194579896235","0.847675675675676","0.257685767869168","0.740700019583422","0.315556697747462"
"567","node2vecedges","scenario2_1000_skip_0.2.csv","scenario2","1000","skip","0.2","0.997935825056303","0.00371216433856262","0.096851951500818",NA,"9.60435637964724e-52",NA,"0.881",NA,"0.019",NA,"0.01","0.197653486211833","0.0650681828283404","0","0","0.292","0.454909818472786","0.0344827586206897","0.0892538997505972","0.716688","0.103570230403518",NA,"0.093",NA,"0.09",NA,"0.128","0.001","0.0078125","0.671247885382951","0.591454070134319","0.838224224224224","0.315018450164627","0.957923071698867","0.143782373390537"
"576","node2vecedges","scenario3_1000_all_0.05.csv","scenario3","1000","all","0.05","0.98202447260717","0.0104663381465765","0.0800989847536488","0.0619142075979087","1.58635810725697e-24","6.1329123949978e-24","0.480612557347927","0.112775513458414","0.0684789045151739","0.169722407816873","0.106","0.354167726417267","0.101372172764037","0.068","0.251871871076227","0.048","0.213873190797121","0.00448430493273543","0.0116819131522875","0.964298","0.00386106414787228","0.00719682115415998","0.0108643086173321","0.0230591290790815","0.00165846509584907","0.00297680125722097","0.128","0.002","0.015625","0.142321731344573","0.9435762695398","0.829335335335335","0.321584209465683","0.827891500522164","0.187531431250389"
"587","node2vecedges","scenario3_1000_all_0.1.csv","scenario3","1000","all","0.1","0.989848515447719","0.00747705163073805","0.132485815080275","0.0695971235905431","2.16408208272158e-22","4.68610512768445e-22","0.596951262978329","0.077752364876755","0.0191560495165808","0.0610017963700273","0.203","0.459009841153833","0.0483337574854914","0.125","0.330884397463048","0.015","0.121613279660528","0.00103199174406605","0.000227291489984496","0.986449","0.000274619103636475","0.00125846282969507","0.000153775180685838","0.000704686405498365","0.000358808754933622","0.00164426827949618","0.128","0.023","0.1796875","0.227153947855325","0.892482626769212","0.835981981981982","0.455369707999961","0.498290004418503","0.18544218514469"
"597","node2vecedges","scenario3_1000_all_0.15.csv","scenario3","1000","all","0.15","0.955765603122065","0.0463034128155365","0.0399673258810176","0.0292186778573694","6.67391861751895e-19","2.30024390478637e-18","0.68070250155579","0.206252534851343","0.0136609873233273","0.0272688989977744","0.309","0.445862649380843","0.0927785270255","0.201","0.400948574956639","0.111","0.314289321768618","0.00147710487444609","0.00158062189354255","0.990334","0.0184295440067913","0.0221422298931499","0.0294696230219419","0.0325047957078013","0.0206610907932612","0.0316898162712974","0.128","0.003","0.0234375","0.376108896703894","0.781499170808652","0.855135135135135","0.334037828428486","0.733046481325615","0.205439038806182"
"608","node2vecedges","scenario3_1000_all_0.2.csv","scenario3","1000","all","0.2","0.955146210283242","0.0450572596178274","0.0380773291208102","0.029820969070273","2.82466496567403e-18","1.29196246071161e-17","0.686720890820813","0.16674559071057","0.0152644162165247","0.0337700615334866","0.353","0.450999770378147","0.0923814051518782","0.23","0.421043082447957","0.126","0.332015412645609","0.00136054421768707","0.00160527730774429","0.991794","0.0161990839950547","0.0179015094494186","0.0274134946774107","0.0325800477233776","0.0145395751652901","0.0196063376192506","0.128","0.004","0.03125","0.415264853753153","0.746180964840618","0.866478478478478","0.350931830446382","0.786808501726602","0.209946320271909"
"6112","node2vecedges","scenario3_1000_attribute_0.05.csv","scenario3","1000","attribute","0.05","0.998894798167271","0.00105732140838683","0.325090044044206",NA,"3.65495872612434e-13",NA,"0.886",NA,"0",NA,"0.148","0.383249098070471","0.100406170142606","0.102","0.302799748493435","0.066","0.248406331855099","0.00333333333333333","0.00816974323775181","0.9803","0.0485209199203723",NA,"0.051",NA,"0.053",NA,"0.128","0.002","0.015625","0.290629793328508","0.892827960965543","0.832960960960961","0.33363875704354","0.803782012090861","0.215156929416917"
"6210","node2vecedges","scenario3_1000_attribute_0.1.csv","scenario3","1000","attribute","0.1","0.99888601360127","0.000810482093437918","0.427088230007626",NA,"2.30330099945322e-13",NA,"0.953",NA,"0",NA,"0.284","0.429250901686335","0.089186207031791","0.188","0.390907672998125","0.104","0.305413289293831","0.00175438596491228","0.00233398293392021","0.991483","0.0925542459341316",NA,"0.102",NA,"0.112",NA,"0.128","0.002","0.015625","0.475303571783445","0.775722079117736","0.848066066066066","0.327013293921742","0.807861348639716","0.186395857992442"
"638","node2vecedges","scenario3_1000_attribute_0.15.csv","scenario3","1000","attribute","0.15","0.999723260198493","0.000410791738878591","0.529282070774332",NA,"3.13818166052968e-08",NA,"0.962",NA,"0",NA,"0.339","0.442558281667656","0.0901780308263999","0.229","0.42039949540376","0.162","0.368635174517967","0.00155038759689922","0.00169104896104927","0.993987","0.120487201714875",NA,"0.137",NA,"0.151",NA,"0.128","0.002","0.015625","0.576327834755057","0.69030748960759","0.860172172172172","0.370055964852881","0.829345613968212","0.177402636103063"
"648","node2vecedges","scenario3_1000_attribute_0.2.csv","scenario3","1000","attribute","0.2","0.998463903940551","0.000885311649626759","0.573549436010039",NA,"1.00528800529179e-05",NA,"0.978",NA,"0",NA,"0.444","0.470424879701874","0.0819542197191988","0.328","0.469719742651548","0.2","0.400200150125109","0.00123152709359606","0.000955529631126356","0.995826","0.163872284884702",NA,"0.196",NA,"0.18",NA,"0.128","0.003","0.0234375","0.713855595507648","0.539787860380356","0.872954954954955","0.325020382357447","0.831786141733614","0.193349916703059"
"658","node2vecedges","scenario3_1000_early_0.05.csv","scenario3","1000","early","0.05","0.981410002598379","0.0107408809926736","0.0766948926185434",NA,"1.24276181778492e-21",NA,"0.925",NA,"0",NA,"0.115","0.367593454804171","0.0921703397675655","0.067","0.250147103868051","0.067","0.250147103868051","0.0037037037037037","0.00841981560259906","0.974892","0.0368802155607406",NA,"0.039",NA,"0.041",NA,"0.128","0.002","0.015625","0.277839573958309","0.899415369444249","0.828226226226226","0.328076108768718","0.813248879405332","0.169085594081989"
"668","node2vecedges","scenario3_1000_early_0.1.csv","scenario3","1000","early","0.1","0.988397466978912","0.0120893122723923","0.191870031237004",NA,"1.52952156450032e-28",NA,"0.947",NA,"0.004",NA,"0.197","0.442146198549908","0.0549488936648888","0.121","0.326290461805836","0.023","0.149978310076802","0.00121654501216545","0.00117394313930333","0.984733","0.0728609602446552",NA,"0.076",NA,"0.08",NA,"0.128","0.01","0.078125","0.443110558244691","0.799416035959891","0.839875875875876","0.457075207244623","0.55648900343308","0.210377611452203"
"678","node2vecedges","scenario3_1000_early_0.15.csv","scenario3","1000","early","0.15","0.988605922975973","0.0124325669078976","0.225326911114781",NA,"9.04017458524685e-30",NA,"0.967",NA,"0.005",NA,"0.286","0.454163988333648","0.0540404844437685","0.173","0.37843653921657","0.056","0.230036772966665","0.00113895216400911","0.000734433931360412","0.990705","0.102630922093636",NA,"0.111",NA,"0.11",NA,"0.128","0.013","0.1015625","0.604812590116588","0.662758355085797","0.850860860860861","0.442557308408879","0.599565196360658","0.2295540660923"
"688","node2vecedges","scenario3_1000_early_0.2.csv","scenario3","1000","early","0.2","0.992030948831024","0.00925844206295847","0.293522055400255",NA,"2.01118008185617e-31",NA,"0.969",NA,"0.003",NA,"0.444","0.478454696003442","0.0499510096983911","0.302","0.45935499018407","0.08","0.271428947744476","0.00103842159916926","0.000280292394166124","0.995229","0.139815731274306",NA,"0.178",NA,"0.161",NA,"0.128","0.014","0.109375","0.758337324120544","0.480062986189852","0.868456456456456","0.412774039155218","0.644505838282604","0.248021238943482"
"698","node2vecedges","scenario3_1000_insert_0.05.csv","scenario3","1000","insert","0.05","0.972710790863807","0.0389050118689752","0.0104488425026424",NA,"3.58572174134122e-20",NA,"0.691",NA,"0",NA,"0.08","0.378842807390574","0.070222559751033","0.047","0.211744742168102","0.02","0.140070052543788","0.00294117647058824","0.0109254410047699","0.939617","0",NA,"0",NA,"0",NA,"0.128","0.004","0.03125","0.282133746452046","0.897223429149914","0.8254994994995","0.349098945736514","0.774389513889173","0.313965829287536"
"708","node2vecedges","scenario3_1000_insert_0.1.csv","scenario3","1000","insert","0.1","0.962217054606533","0.0525923892581819","0.0205275551152947",NA,"7.19656735285743e-21",NA,"0.724",NA,"0",NA,"0.1","0.402164695110648","0.0547511047079579","0.051","0.220107808692576","0.007","0.0834143750078963","0.00195694716242661","0.0046049957606958","0.94847","0",NA,"0",NA,"0",NA,"0.128","0.011","0.0859375","0.49689226848537","0.758938743698511","0.836866866866867","0.397850148531341","0.805286234538362","0.305487384845653"
"7112","node2vecedges","scenario3_1000_insert_0.15.csv","scenario3","1000","insert","0.15","0.962399530877038","0.0512605066552776","0.0273942241844407",NA,"2.62758889776298e-19",NA,"0.785",NA,"0",NA,"0.144","0.440172180763441","0.0411888208747763","0.076","0.265130711714607","0.003","0.054717401199198","0.00110864745011086","0.000558808536986533","0.979595","0",NA,"0",NA,"0",NA,"0.128","0.021","0.1640625","0.627084051031926","0.640007180762086","0.846804804804805","0.349455381599039","0.66461195141505","0.298465665129938"
"729","node2vecedges","scenario3_1000_insert_0.2.csv","scenario3","1000","insert","0.2","0.960538383960618","0.0487686032617398","0.0340560777163233",NA,"1.02261449280638e-18",NA,"0.89",NA,"0",NA,"0.163","0.44054858708576","0.0426010618000049","0.084","0.277526613176144","0.004","0.0631505185092568","0.00112485939257593","0.000641244397815537","0.980677","0",NA,"0",NA,"0",NA,"0.128","0.028","0.21875","0.690893871435041","0.568258286205169","0.851257257257257","0.397884518284876","0.677134098822859","0.309455374831586"
"738","node2vecedges","scenario3_1000_late_0.05.csv","scenario3","1000","late","0.05","0.938996234668341","0.0435858466462875","0.0301466230589873",NA,"2.9109305672859e-23",NA,"0.866",NA,"0",NA,"0.092","0.350152273811475","0.0918884907976237","0.048","0.213873190797121","0.026","0.159214789983058","0.00420168067226891","0.0129546953721236","0.964787","0.024762721641843",NA,"0.023",NA,"0.03",NA,"0.128","0.002","0.015625","0.299006577721677","0.888417083695524","0.831127127127127","0.337707451605047","0.827959354579021","0.197336684082463"
"748","node2vecedges","scenario3_1000_late_0.1.csv","scenario3","1000","late","0.1","0.968775081339172","0.0272880095538274","0.0871646861034802",NA,"1.58663686787827e-19",NA,"0.93",NA,"0",NA,"0.175","0.398282262095502","0.0873802937662581","0.116","0.320385153598987","0.09","0.286324958712967","0.00226757369614512","0.00424703808656822","0.983986","0.0526635217621606",NA,"0.055",NA,"0.0649999999999999",NA,"0.128","0.002","0.015625","0.433123110202409","0.806457542114146","0.841941941941942","0.348711894219675","0.781679844977371","0.224233985711787"
"758","node2vecedges","scenario3_1000_late_0.15.csv","scenario3","1000","late","0.15","0.977896280514761","0.0242467884447401","0.111722708188329",NA,"3.27183300877852e-15",NA,"0.941",NA,"0",NA,"0.235","0.419273259757985","0.0906948365229573","0.163","0.369550493934953","0.103","0.304110972316823","0.00194552529182879","0.00283134595183443","0.989812","0.0701280104537682",NA,"0.0679999999999999",NA,"0.0570000000000001",NA,"0.128","0.002","0.015625","0.529360865287364","0.732251521298174","0.848674674674675","0.316608181168075","0.856530107423956","0.167802598441433"
"768","node2vecedges","scenario3_1000_late_0.2.csv","scenario3","1000","late","0.2","0.962344620608135","0.0378740873392671","0.149645229091455",NA,"1.52918404520628e-37",NA,"0.933",NA,"0",NA,"0.303","0.450210749481515","0.0599648577323524","0.189","0.391704521843229","0.076","0.265130711714607","0.00123915737298637","0.00111877870481141","0.991823","0.0979430553757734",NA,"0.103",NA,"0.096",NA,"0.128","0.006","0.046875","0.741482739931274","0.50344208320862","0.860602602602603","0.359643019812157","0.74200709473522","0.266826247295558"
"778","node2vecedges","scenario3_1000_rework_0.05.csv","scenario3","1000","rework","0.05","0.997805492297213","0.00266782955580092","0.0159492535009455",NA,"1.47154306122747e-20",NA,"0.953",NA,"0.003",NA,"0.089","0.319694959502111","0.0928298997718163","0.05","0.218054001448145","0.058","0.233860408557521","0.00564971751412429","0.0150378844479451","0.95064","0.0183112632603378",NA,"0.02",NA,"0.021",NA,"0.128","0.002","0.015625","0.273513827707064","0.901603439299311","0.829981981981982","0.319838582087221","0.837989184341076","0.126164347333318"
"788","node2vecedges","scenario3_1000_rework_0.1.csv","scenario3","1000","rework","0.1","0.999426525020605","0.000688885221048413","0.0963758848244864",NA,"6.43644526958343e-20",NA,"0.959",NA,"0",NA,"0.147","0.357810521840864","0.0944271985541201","0.089","0.284886223184204","0.105","0.306706812883361","0.00316455696202532","0.00753224666371822","0.97067","0.0664438457381354",NA,"0.0659999999999999",NA,"0.075",NA,"0.128","0.003","0.0234375","0.49689226848537","0.758938743698511","0.845303303303303","0.367421036832851","0.75132052670604","0.222793799272734"
"798","node2vecedges","scenario3_1000_rework_0.15.csv","scenario3","1000","rework","0.15","0.999695376976131","0.000512841383550105","0.124079351703491",NA,"9.5532958031725e-21",NA,"0.965",NA,"0",NA,"0.225","0.38261062901074","0.091448626609058","0.129","0.33536766610911","0.114","0.317970289657863","0.00221238938053097","0.00433763773865638","0.983115","0.0928449071053108",NA,"0.099",NA,"0.1",NA,"0.128","0.003","0.0234375","0.584238811642856","0.682824025289779","0.854704704704705","0.367887858851824","0.81531090629308","0.192098036336873"
"808","node2vecedges","scenario3_1000_rework_0.2.csv","scenario3","1000","rework","0.2","0.999195692865067","0.00110038137842981","0.144740665028665",NA,"5.22592258658736e-18",NA,"0.963",NA,"0",NA,"0.274","0.408566061331762","0.0913606338221003","0.149","0.356266650033266","0.176","0.381010720543621","0.00176678445229682","0.00241060178573446","0.990085","0.111576330500958",NA,"0.112",NA,"0.095",NA,"0.128","0.003","0.0234375","0.729856316947157","0.519027534240083","0.868862862862863","0.346422799729634","0.816796137458014","0.191064351987472"
"8112","node2vecedges","scenario3_1000_skip_0.05.csv","scenario3","1000","skip","0.05","0.998348509360535","0.00155138395597784","0.0194562588166758",NA,"1.67575375894523e-19",NA,"0.886",NA,"0",NA,"0.067","0.305466465180691","0.0862812652111498","0.035","0.18387171834953","0.023","0.149978310076802","0.00793650793650794","0.0199213437425274","0.931294","0.0153831227587764",NA,"0.012",NA,"0.017",NA,"0.128","0.002","0.015625","0.223641664484481","0.925415219559162","0.823653653653654","0.360081886051042","0.821947684274736","0.190114139101813"
"8210","node2vecedges","scenario3_1000_skip_0.1.csv","scenario3","1000","skip","0.1","0.995373016042518","0.00505817040425517","0.114493958661703",NA,"1.09634322157756e-17",NA,"0.948",NA,"0",NA,"0.143","0.344714127311106","0.0924735141052569","0.074","0.261901875885975","0.098","0.297463417052391","0.0037593984962406","0.00967755651051372","0.968411","0.0737482628349508",NA,"0.0590000000000001",NA,"0.073",NA,"0.128","0.002","0.015625","0.478433865459638","0.773334249243761","0.840600600600601","0.331905254002999","0.815607470906862","0.199952335450252"
"838","node2vecedges","scenario3_1000_skip_0.15.csv","scenario3","1000","skip","0.15","0.998694958491984","0.000927647885919617","0.129868505484984",NA,"5.65340405738987e-18",NA,"0.951",NA,"0.002",NA,"0.186","0.369378004957122","0.0943154733005969","0.098","0.297463417052391","0.106","0.307991653878573","0.003003003003003","0.00666699228554624","0.976375","0.100763480584834",NA,"0.109",NA,"0.119",NA,"0.128","0.003","0.0234375","0.576327834755057","0.69030748960759","0.851321321321321","0.314982619842306","0.818887783366058","0.209710759646179"
